Id,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,HouseAge,GarageAge,RemodAge,BsmtFinSF,TotalBsmtBath,LivRmsAbvGrd,WDOpnPorch,TSSnEncPorch,OverallGrade
227,60,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1203,GasA,Ex,Y,SBrkr,1214,0,2520,2,1,4,1,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Abnorml,290000,12,12.0,12,565,0.0,4,338,0,6.0
228,160,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,483,GasA,TA,Y,SBrkr,483,0,987,1,1,2,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,106000,38,21.0,38,321,0.0,2,0,0,6.0
229,20,RL,Pave,missing,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,missing,TA,TA,CBlock,TA,TA,No,ALQ,Unf,912,GasA,TA,Y,SBrkr,912,0,912,1,0,3,1,TA,Typ,Fa,Detchd,Unf,TA,TA,Y,missing,MnPrv,missing,0,WD,Normal,125000,43,36.0,43,842,0.0,1,0,0,5.0
230,120,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1373,GasA,Ex,Y,SBrkr,1555,0,1555,2,0,2,1,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,192500,4,4.0,3,16,0.0,4,163,0,6.0
231,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,1194,GasA,TA,Y,SBrkr,1194,0,1194,1,0,3,1,TA,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,148000,51,51.0,51,0,1.0,2,0,120,6.0
232,60,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1462,GasA,Ex,Y,SBrkr,1490,0,2794,2,1,4,1,Ex,Typ,TA,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,403000,14,14.0,13,689,1.0,4,146,202,6.5
233,160,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,483,GasA,TA,Y,SBrkr,483,0,987,1,1,2,1,TA,Typ,Po,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,94500,34,34.0,34,0,0.0,2,0,0,5.5
234,20,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,missing,TA,TA,CBlock,TA,Gd,Av,LwQ,ALQ,894,GasA,TA,Y,SBrkr,894,0,894,1,0,3,1,TA,Typ,missing,Attchd,Unf,TA,TA,Y,missing,MnPrv,missing,0,WD,Normal,128200,34,34.0,34,894,1.0,1,365,0,5.5
235,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,860,GasA,Ex,Y,SBrkr,860,0,1960,2,1,4,1,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,216500,8,8.0,8,625,1.0,3,336,0,5.5
236,160,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,483,GasA,TA,Y,SBrkr,483,0,987,1,1,2,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,89500,37,37.0,37,358,0.0,2,0,0,4.5
237,20,RL,Pave,missing,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1414,GasA,Ex,Y,SBrkr,1414,0,1414,2,0,3,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,185500,6,6.0,6,24,0.0,2,237,0,6.0
238,60,RL,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,missing,Gd,TA,PConc,Gd,TA,No,BLQ,Unf,996,GasA,Ex,Y,SBrkr,1014,0,1744,2,1,3,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,194500,17,17.0,7,402,0.0,3,440,238,7.0
239,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,No,Unf,Unf,1694,GasA,Ex,Y,SBrkr,1694,0,1694,2,0,3,1,Gd,Typ,missing,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,New,Partial,318000,0,0.0,0,0,0.0,3,396,0,6.5
240,50,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,missing,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,735,GasA,TA,Y,FuseA,798,0,1487,1,1,3,1,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,missing,MnPrv,missing,0,WD,Normal,113000,65,61.0,60,94,0.0,3,140,0,5.0
241,20,FV,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1566,GasA,Ex,Y,SBrkr,1566,0,1566,2,0,3,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,262500,2,2.0,2,1078,1.0,3,312,0,6.5
242,30,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,686,GasA,Gd,Y,SBrkr,866,0,866,1,0,2,1,Gd,Typ,missing,missing,missing,missing,missing,Y,missing,missing,missing,0,WD,Normal,110500,62,27.0,10,329,0.0,1,100,0,7.0
243,50,RM,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,missing,TA,TA,BrkTil,TA,TA,No,Unf,Unf,540,GasA,Gd,N,FuseA,889,0,1440,1,0,3,1,TA,Typ,missing,Attchd,Unf,Fa,TA,Y,missing,missing,missing,0,WD,Normal,79000,106,66.0,56,0,0.0,2,0,77,4.5
244,160,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,Gable,CompShg,Plywood,Plywood,missing,TA,TA,CBlock,Gd,TA,No,Unf,Unf,626,GasA,TA,Y,SBrkr,626,0,1217,1,1,3,1,TA,Typ,TA,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,120000,29,29.0,29,0,0.0,2,28,0,6.0
245,60,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,948,GasA,Ex,Y,SBrkr,1222,0,2110,2,1,3,1,Gd,Typ,Fa,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,205000,16,16.0,8,695,1.0,4,130,0,6.0
246,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,1845,GasA,Gd,Y,SBrkr,1872,0,1872,2,0,3,1,TA,Typ,TA,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,241500,18,18.0,18,929,0.5,2,236,0,6.0
247,190,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,Gable,CompShg,AsbShng,AsbShng,missing,TA,Fa,Stone,Fa,TA,No,Unf,Unf,1020,GasA,Gd,N,FuseP,908,0,1928,2,0,4,2,Fa,Typ,missing,Detchd,Unf,Po,Po,Y,missing,missing,missing,0,WD,Normal,137000,96,96.0,56,0,0.0,3,60,112,7.0
248,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,BrkFace,missing,TA,TA,CBlock,TA,TA,No,Unf,Unf,1367,GasA,Ex,Y,SBrkr,1375,0,1375,1,0,2,1,TA,Typ,TA,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,140000,52,52.0,52,0,0.0,2,30,0,5.5
249,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,840,GasA,Ex,Y,SBrkr,840,0,1668,2,1,3,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,180000,4,4.0,4,0,0.0,4,212,0,6.0
250,50,RL,Pave,missing,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,Gd,TA,CBlock,Gd,TA,Gd,Rec,Unf,1444,GasA,Gd,Y,SBrkr,1444,0,2144,2,0,4,1,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,missing,missing,Shed,500,WD,Normal,277000,49,49.0,1,697,0.5,2,98,0,6.5
251,30,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,missing,TA,Po,CBlock,TA,TA,No,Unf,Unf,728,GasA,Ex,Y,SBrkr,1306,0,1306,1,0,3,1,Fa,Mod,missing,missing,missing,missing,missing,Y,missing,GdWo,Shed,450,WD,Normal,76500,70,30.0,44,0,0.0,2,263,0,2.5
252,120,RM,Pave,missing,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,1573,GasA,Ex,Y,SBrkr,1625,0,1625,2,0,2,1,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Family,235000,1,1.0,0,1573,1.5,2,123,153,6.5
253,60,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,PConc,Gd,TA,No,Unf,Unf,798,GasA,Ex,Y,SBrkr,798,0,1640,2,1,3,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,173000,4,4.0,4,0,0.0,2,183,0,5.5
254,80,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Gd,LwQ,ALQ,1302,GasA,Ex,Y,SBrkr,1302,0,1302,2,0,3,1,Gd,Min1,missing,Attchd,RFn,TA,TA,Y,missing,MnPrv,missing,0,CWD,Normal,158000,43,43.0,16,850,0.5,3,333,0,6.5
255,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,missing,TA,Gd,CBlock,TA,TA,No,Rec,Unf,1314,GasA,TA,Y,SBrkr,1314,0,1314,1,0,3,1,TA,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,145000,53,53.0,53,922,1.0,1,250,0,5.5
256,60,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,975,GasA,Ex,Y,SBrkr,1005,0,2291,2,1,4,1,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,230000,7,7.0,7,0,0.0,3,192,0,6.0
257,60,FV,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,PConc,Gd,TA,No,Rec,Unf,864,GasA,Ex,Y,SBrkr,864,0,1728,2,1,3,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,207500,5,5.0,5,503,0.0,3,272,0,5.5
258,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1604,GasA,Ex,Y,SBrkr,1604,0,1604,2,1,3,1,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Abnorml,220000,3,3.0,3,1334,1.0,4,233,0,6.0
259,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,963,GasA,Ex,Y,SBrkr,963,0,1792,2,1,3,1,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,231500,7,7.0,7,361,0.0,3,96,245,6.0
260,20,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,missing,TA,TA,PConc,missing,missing,missing,missing,missing,0,GasA,Gd,Y,FuseA,882,0,882,1,0,2,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,97000,52,52.0,52,0,0.0,1,45,0,5.0
261,80,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,Gd,Rec,ALQ,1362,GasA,TA,Y,SBrkr,1382,0,1382,1,0,3,1,TA,Typ,TA,Attchd,Unf,TA,TA,Y,missing,GdWo,missing,0,WD,Normal,176000,47,18.0,47,1362,1.0,2,0,252,5.5
262,60,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1482,GasA,Ex,Y,SBrkr,1482,0,2574,2,1,3,1,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,missing,missing,missing,0,New,Partial,276000,0,0.0,0,0,0.0,6,148,0,6.5
263,80,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,Gd,Gd,Av,ALQ,Unf,506,GasA,TA,Y,SBrkr,1212,0,1212,1,0,3,1,TA,Typ,TA,Attchd,Unf,TA,TA,Y,missing,GdWo,missing,0,WD,Normal,151000,29,28.0,11,506,1.0,2,304,0,6.5
264,50,RM,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,missing,TA,TA,BrkTil,TA,TA,No,LwQ,ALQ,926,GasA,TA,Y,SBrkr,926,390,1316,1,0,3,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,130000,81,36.0,9,926,1.0,2,0,0,6.0
265,30,RM,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,missing,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,680,GasA,Gd,N,FuseP,764,0,764,1,0,2,1,TA,Typ,missing,Detchd,Unf,TA,TA,N,missing,missing,missing,0,WD,Normal,73000,83,43.0,4,0,0.0,1,0,0,5.0
266,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,GLQ,LwQ,1422,GasA,TA,Y,SBrkr,1422,0,1422,2,0,3,1,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,missing,GdPrv,missing,0,WD,Normal,175500,27,27.0,27,816,0.0,3,276,0,6.0
267,60,RL,Pave,missing,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,missing,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,802,GasA,Gd,Y,SBrkr,802,0,1511,2,1,3,1,TA,Typ,TA,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,185000,9,9.0,9,714,1.0,4,170,0,5.5
268,75,RL,Pave,missing,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,missing,TA,TA,PConc,TA,TA,No,LwQ,Unf,720,GasA,Ex,Y,SBrkr,1052,420,2192,2,1,4,1,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,179500,69,69.0,11,378,0.0,3,286,0,6.5
269,30,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,TA,TA,CBlock,TA,TA,No,ALQ,Rec,740,GasA,Ex,Y,SBrkr,778,0,778,1,0,2,1,TA,Typ,Gd,Detchd,Fin,Ex,Ex,Y,missing,missing,missing,0,WD,Normal,120500,68,42.0,53,528,0.0,1,25,0,5.5
270,20,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,TA,Gd,No,BLQ,Unf,1143,GasA,TA,Y,SBrkr,1113,0,1113,1,1,3,1,TA,Typ,Fa,Attchd,RFn,TA,Gd,Y,missing,GdPrv,missing,0,WD,Normal,148000,31,20.0,31,751,1.0,2,400,0,6.5
271,60,FV,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,1095,GasA,Gd,Y,SBrkr,1095,0,1939,2,1,3,1,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,New,Partial,266000,0,0.0,0,0,0.0,4,243,0,6.5
272,20,RL,Pave,missing,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,Flat,Membran,Plywood,Plywood,missing,TA,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,1385,GasA,Ex,Y,SBrkr,1363,0,1363,1,0,2,1,TA,Mod,TA,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,241500,54,54.0,3,1289,1.0,2,81,0,7.0
273,60,RL,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1152,GasA,Ex,Y,SBrkr,1164,0,2270,2,1,4,1,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,290000,11,11.0,3,524,0.0,4,189,0,7.5
274,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,LwQ,1240,GasA,Gd,Y,SBrkr,1632,0,1632,2,0,3,1,TA,Min1,Gd,Attchd,RFn,TA,TA,Y,missing,MnPrv,missing,0,WD,Normal,139000,51,51.0,21,1240,1.0,2,289,0,6.0
275,20,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,ImStucc,missing,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,816,GasA,TA,Y,SBrkr,816,0,816,1,0,2,1,TA,Typ,missing,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,124500,25,25.0,25,546,0.0,2,168,0,6.0
276,50,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,missing,Gd,Gd,BrkTil,TA,TA,No,Unf,Unf,952,GasW,Gd,N,SBrkr,952,0,1548,2,1,3,1,Ex,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,205000,84,31.0,2,0,0.0,1,74,144,7.0
277,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1560,GasA,Ex,Y,SBrkr,1560,0,1560,2,0,3,1,Gd,Typ,missing,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,201000,7,7.0,7,0,0.0,3,250,0,6.0
278,20,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,TA,TA,CBlock,TA,TA,No,LwQ,Unf,864,GasA,Ex,Y,SBrkr,864,0,864,1,0,2,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,141000,59,59.0,59,120,0.0,1,0,0,4.5
279,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,2121,GasA,Ex,Y,SBrkr,2121,0,2121,2,1,3,1,Ex,Typ,Ex,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,New,Partial,415298,1,0.0,0,0,0.0,4,222,142,7.0
280,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,1160,GasA,Ex,Y,SBrkr,1156,0,2022,2,1,4,1,TA,Typ,TA,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,192000,31,31.0,31,392,0.0,3,405,0,6.0
281,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,Gd,TA,CBlock,Gd,TA,Av,GLQ,Unf,807,GasA,Gd,Y,SBrkr,1175,0,1982,2,1,3,1,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,228500,18,18.0,18,421,0.0,3,84,196,6.5
282,20,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1262,GasA,Gd,Y,SBrkr,1262,0,1262,2,0,2,1,Gd,Typ,missing,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,New,Partial,185000,0,0.0,0,905,0.0,2,120,0,5.5
283,120,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1314,GasA,Ex,Y,SBrkr,1314,0,1314,2,0,2,1,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,ConLw,Normal,207500,2,1.0,1,904,1.0,3,234,0,6.0
284,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1468,GasA,Ex,Y,SBrkr,1468,0,1468,2,0,3,1,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,New,Partial,244600,1,1.0,0,0,0.0,2,360,0,6.5
285,120,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,ImStucc,missing,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1575,GasA,Gd,Y,SBrkr,1575,0,1575,2,0,2,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,179200,15,15.0,15,430,1.0,2,0,52,5.5
286,160,FV,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,missing,Gd,TA,PConc,Gd,TA,No,Unf,Unf,625,GasA,Ex,Y,SBrkr,625,0,1250,2,1,2,1,Gd,Typ,missing,Detchd,RFn,TA,TA,Y,missing,missing,missing,0,New,Partial,164700,1,1.0,0,0,0.0,2,54,0,6.0
