Id,MSSubClass,MSZoning,LotShape,Utilities,LotConfig,Neighborhood,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,Fence,MiscVal,SaleType,SaleCondition,SalePrice,HouseAge,GarageAge,RemodAge,BsmtFinSF,TotalBsmtBath,LivRmsAbvGrd,WDOpnPorch,TSSnEncPorch,OverallGrade,StreetAlley,LandSlopeContour,LotCondition,BsmtFinType,BsmtGrade,ExterGrade
246,20,3.0,3.0,0.0,4.0,14.0,0.0,2.0,1.0,1.0,13.0,14.0,1.0,1.0,0.0,1845,1.0,2.0,1.0,4.0,1872,0,1872,2,0,3,1,3.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,241500,18,18.0,18,929,0.5,2,236,0,6.0,1.5,1.5,2.0,3.5,2.5,3.5
247,190,4.0,3.0,0.0,4.0,17.0,1.0,5.0,1.0,1.0,0.0,0.0,3.0,4.0,3.0,1020,1.0,2.0,0.0,2.0,908,0,1928,2,0,4,2,1.0,6.0,5.0,5.0,2.0,3.0,3.0,2.0,4.0,0,8.0,4.0,137000,96,96.0,56,0,0.0,3,60,112,7.0,0.5,1.5,2.0,5.0,2.0,2.0
248,20,3.0,3.0,0.0,4.0,12.0,0.0,2.0,3.0,1.0,13.0,3.0,3.0,1.0,3.0,1367,1.0,0.0,1.0,4.0,1375,0,1375,1,0,2,1,3.0,6.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,140000,52,52.0,52,0,0.0,2,30,0,5.5,1.5,1.5,2.0,5.0,3.0,3.5
249,60,3.0,3.0,0.0,4.0,5.0,0.0,5.0,1.0,1.0,12.0,13.0,1.0,2.0,3.0,840,1.0,0.0,1.0,4.0,840,0,1668,2,1,3,1,2.0,6.0,5.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,180000,4,4.0,4,0,0.0,4,212,0,6.0,1.5,1.5,2.0,5.0,2.5,3.0
250,50,3.0,1.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,13.0,6.0,0.0,1.0,1.0,1444,1.0,2.0,1.0,4.0,1444,0,2144,2,0,4,1,2.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,500,8.0,4.0,277000,49,49.0,1,697,0.5,2,98,0,6.5,1.5,2.0,2.0,4.5,2.5,3.0
251,30,3.0,0.0,0.0,4.0,3.0,0.0,2.0,1.0,1.0,13.0,10.0,3.0,1.0,3.0,728,1.0,0.0,1.0,4.0,1306,0,1306,1,0,3,1,1.0,4.0,5.0,6.0,3.0,5.0,5.0,2.0,1.0,450,8.0,4.0,76500,70,30.0,44,0,0.0,2,263,0,2.5,1.5,1.5,2.0,5.0,3.0,3.0
252,120,4.0,0.0,0.0,4.0,6.0,4.0,2.0,3.0,1.0,12.0,13.0,2.0,2.0,1.0,1573,1.0,0.0,1.0,4.0,1625,0,1625,2,0,2,1,2.0,6.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,3.0,235000,1,1.0,0,1573,1.5,2,123,153,6.5,1.5,1.0,2.0,3.5,2.5,3.0
253,60,3.0,0.0,0.0,4.0,20.0,0.0,5.0,1.0,1.0,12.0,13.0,3.0,2.0,3.0,798,1.0,0.0,1.0,4.0,798,0,1640,2,1,3,1,2.0,6.0,5.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,173000,4,4.0,4,0,0.0,2,183,0,5.5,1.5,1.5,2.0,5.0,2.5,3.0
254,80,3.0,3.0,0.0,4.0,12.0,0.0,7.0,3.0,1.0,6.0,6.0,1.0,1.0,1.0,1302,1.0,0.0,1.0,4.0,1302,0,1302,2,0,3,1,2.0,2.0,5.0,1.0,1.0,4.0,4.0,2.0,2.0,0,1.0,4.0,158000,43,43.0,16,850,0.5,3,333,0,6.5,1.5,1.5,2.0,1.5,2.5,3.5
255,20,3.0,3.0,0.0,4.0,12.0,0.0,2.0,1.0,1.0,8.0,8.0,3.0,1.0,3.0,1314,1.0,4.0,1.0,4.0,1314,0,1314,1,0,3,1,3.0,6.0,5.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,145000,53,53.0,53,922,1.0,1,250,0,5.5,1.5,1.5,2.0,4.5,3.0,2.5
256,60,3.0,0.0,0.0,4.0,8.0,0.0,5.0,1.0,1.0,12.0,13.0,1.0,2.0,3.0,975,1.0,0.0,1.0,4.0,1005,0,2291,2,1,4,1,2.0,6.0,4.0,3.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,230000,7,7.0,7,0,0.0,3,192,0,6.0,1.5,1.5,2.0,5.0,2.5,3.0
257,60,1.0,0.0,0.0,4.0,21.0,0.0,5.0,1.0,1.0,12.0,13.0,3.0,2.0,3.0,864,1.0,0.0,1.0,4.0,864,0,1728,2,1,3,1,2.0,6.0,5.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,207500,5,5.0,5,503,0.0,3,272,0,5.5,1.5,1.5,2.0,4.5,2.5,3.0
258,20,3.0,3.0,0.0,4.0,5.0,0.0,2.0,1.0,1.0,12.0,13.0,2.0,2.0,3.0,1604,1.0,0.0,1.0,4.0,1604,0,1604,2,1,3,1,2.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,0.0,220000,3,3.0,3,1334,1.0,4,233,0,6.0,1.5,1.5,2.0,3.5,2.5,3.0
259,60,3.0,3.0,0.0,4.0,5.0,0.0,5.0,1.0,1.0,12.0,13.0,1.0,2.0,3.0,963,1.0,0.0,1.0,4.0,963,0,1792,2,1,3,1,2.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,231500,7,7.0,7,361,0.0,3,96,245,6.0,1.5,1.5,2.0,3.5,2.5,3.0
260,20,4.0,3.0,0.0,4.0,17.0,0.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,4.0,0,1.0,2.0,1.0,0.0,882,0,882,1,0,2,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,97000,52,52.0,52,0,0.0,1,45,0,5.0,1.5,1.5,2.0,6.0,4.0,3.5
261,80,3.0,3.0,0.0,0.0,12.0,0.0,7.0,1.0,1.0,13.0,14.0,1.0,1.0,1.0,1362,1.0,4.0,1.0,4.0,1382,0,1382,1,0,3,1,3.0,6.0,4.0,1.0,2.0,4.0,4.0,2.0,1.0,0,8.0,4.0,176000,47,18.0,47,1362,1.0,2,0,252,5.5,1.5,1.5,1.0,2.0,3.0,3.5
262,60,3.0,0.0,0.0,4.0,5.0,0.0,5.0,1.0,1.0,5.0,5.0,2.0,2.0,3.0,1482,1.0,0.0,1.0,4.0,1482,0,2574,2,1,3,1,0.0,6.0,2.0,3.0,0.0,4.0,4.0,2.0,4.0,0,6.0,5.0,276000,0,0.0,0,0,0.0,6,148,0,6.5,1.5,1.5,2.0,5.0,1.5,3.0
263,80,3.0,0.0,0.0,0.0,19.0,0.0,7.0,1.0,1.0,6.0,10.0,1.0,1.0,0.0,506,1.0,4.0,1.0,4.0,1212,0,1212,1,0,3,1,3.0,6.0,4.0,1.0,2.0,4.0,4.0,2.0,1.0,0,8.0,4.0,151000,29,28.0,11,506,1.0,2,304,0,6.5,1.5,1.5,2.0,2.5,1.5,3.5
264,50,4.0,3.0,0.0,0.0,17.0,0.0,0.0,1.0,1.0,13.0,14.0,3.0,0.0,3.0,926,1.0,4.0,1.0,4.0,926,390,1316,1,0,3,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,130000,81,36.0,9,926,1.0,2,0,0,6.0,1.5,1.5,2.0,1.5,3.0,3.5
265,30,4.0,2.0,0.0,4.0,17.0,0.0,2.0,1.0,1.0,13.0,14.0,3.0,0.0,3.0,680,1.0,2.0,0.0,2.0,764,0,764,1,0,2,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,0.0,4.0,0,8.0,4.0,73000,83,43.0,4,0,0.0,1,0,0,5.0,0.5,0.0,1.0,5.0,2.0,3.5
266,20,3.0,0.0,0.0,4.0,14.0,0.0,2.0,1.0,1.0,8.0,8.0,1.0,1.0,3.0,1422,1.0,4.0,1.0,4.0,1422,0,1422,2,0,3,1,2.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,0.0,0,8.0,4.0,175500,27,27.0,27,816,0.0,3,276,0,6.0,1.5,1.5,2.0,2.5,2.5,2.5
267,60,3.0,0.0,0.0,2.0,8.0,0.0,5.0,1.0,1.0,12.0,13.0,3.0,2.0,0.0,802,1.0,2.0,1.0,4.0,802,0,1511,2,1,3,1,3.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,185000,9,9.0,9,714,1.0,4,170,0,5.5,1.5,0.5,2.0,3.5,2.5,3.5
268,75,3.0,3.0,0.0,4.0,18.0,0.0,3.0,1.0,1.0,13.0,14.0,3.0,2.0,3.0,720,1.0,0.0,1.0,4.0,1052,420,2192,2,1,4,1,2.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,179500,69,69.0,11,378,0.0,3,286,0,6.5,1.5,0.5,2.0,4.0,3.0,3.5
269,30,4.0,3.0,0.0,4.0,9.0,0.0,2.0,1.0,1.0,12.0,13.0,3.0,1.0,3.0,740,1.0,0.0,1.0,4.0,778,0,778,1,0,2,1,3.0,6.0,2.0,5.0,0.0,0.0,0.0,2.0,4.0,0,8.0,4.0,120500,68,42.0,53,528,0.0,1,25,0,5.5,1.5,1.5,2.0,2.0,3.0,3.5
270,20,3.0,0.0,0.0,0.0,7.0,0.0,2.0,3.0,1.0,6.0,6.0,1.0,1.0,3.0,1143,1.0,4.0,1.0,4.0,1113,0,1113,1,1,3,1,3.0,6.0,1.0,1.0,1.0,4.0,2.0,2.0,0.0,0,8.0,4.0,148000,31,20.0,31,751,1.0,2,400,0,6.5,1.5,1.5,2.0,3.0,2.0,2.5
271,60,1.0,3.0,0.0,4.0,21.0,0.0,5.0,1.0,1.0,12.0,13.0,3.0,2.0,2.0,1095,1.0,2.0,1.0,4.0,1095,0,1939,2,1,3,1,2.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,0,6.0,5.0,266000,0,0.0,0,0,0.0,4,243,0,6.5,1.5,1.5,2.0,5.0,2.5,3.0
272,20,3.0,0.0,0.0,1.0,4.0,0.0,2.0,0.0,2.0,9.0,10.0,3.0,1.0,1.0,1385,1.0,0.0,1.0,4.0,1363,0,1363,1,0,2,1,3.0,4.0,4.0,1.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,241500,54,54.0,3,1289,1.0,2,81,0,7.0,1.5,2.0,2.0,2.5,2.5,3.5
273,60,3.0,0.0,0.0,1.0,15.0,0.0,5.0,1.0,1.0,12.0,13.0,1.0,2.0,3.0,1152,1.0,0.0,1.0,4.0,1164,0,2270,2,1,4,1,2.0,6.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,290000,11,11.0,3,524,0.0,4,189,0,7.5,1.5,1.5,2.0,3.5,2.5,3.0
274,20,3.0,3.0,0.0,4.0,12.0,0.0,2.0,3.0,1.0,13.0,14.0,0.0,1.0,3.0,1240,1.0,2.0,1.0,4.0,1632,0,1632,2,0,3,1,3.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,0,8.0,4.0,139000,51,51.0,21,1240,1.0,2,289,0,6.0,1.5,1.5,1.5,3.5,3.0,3.5
275,20,3.0,3.0,0.0,0.0,11.0,0.0,2.0,1.0,1.0,6.0,7.0,3.0,1.0,1.0,816,1.0,4.0,1.0,4.0,816,0,816,1,0,2,1,3.0,6.0,5.0,1.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,124500,25,25.0,25,546,0.0,2,168,0,6.0,1.5,1.5,2.0,2.5,3.0,3.5
276,50,3.0,3.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,13.0,14.0,3.0,0.0,3.0,952,2.0,2.0,0.0,4.0,952,0,1548,2,1,3,1,0.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,205000,84,31.0,2,0,0.0,1,74,144,7.0,1.5,1.5,2.0,5.0,3.0,2.0
277,20,3.0,0.0,0.0,4.0,11.0,0.0,2.0,1.0,1.0,12.0,13.0,3.0,2.0,3.0,1560,1.0,0.0,1.0,4.0,1560,0,1560,2,0,3,1,2.0,6.0,5.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,201000,7,7.0,7,0,0.0,3,250,0,6.0,1.5,1.5,2.0,5.0,1.5,3.0
278,20,3.0,3.0,0.0,0.0,8.0,0.0,2.0,1.0,1.0,12.0,13.0,3.0,1.0,3.0,864,1.0,0.0,1.0,4.0,864,0,864,1,0,2,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,141000,59,59.0,59,120,0.0,1,0,0,4.5,1.5,1.5,2.0,4.0,3.0,3.5
279,20,3.0,3.0,0.0,4.0,16.0,0.0,2.0,1.0,1.0,5.0,5.0,1.0,2.0,1.0,2121,1.0,0.0,1.0,4.0,2121,0,2121,2,1,3,1,0.0,6.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,0,6.0,5.0,415298,1,0.0,0,0,0.0,4,222,142,7.0,1.5,1.5,2.0,5.0,1.5,2.0
280,60,3.0,3.0,0.0,4.0,4.0,0.0,5.0,3.0,1.0,9.0,10.0,1.0,1.0,3.0,1160,1.0,0.0,1.0,4.0,1156,0,2022,2,1,4,1,3.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,192000,31,31.0,31,392,0.0,3,405,0,6.0,1.5,1.5,2.0,3.0,2.5,3.5
281,60,3.0,3.0,0.0,4.0,20.0,0.0,5.0,1.0,1.0,9.0,10.0,1.0,1.0,0.0,807,1.0,2.0,1.0,4.0,1175,0,1982,2,1,3,1,2.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,228500,18,18.0,18,421,0.0,3,84,196,6.5,1.5,1.5,2.0,3.5,2.5,3.0
282,20,1.0,3.0,0.0,4.0,21.0,0.0,2.0,1.0,1.0,12.0,13.0,2.0,2.0,3.0,1262,1.0,2.0,1.0,4.0,1262,0,1262,2,0,2,1,2.0,6.0,5.0,1.0,0.0,4.0,4.0,2.0,4.0,0,6.0,5.0,185000,0,0.0,0,905,0.0,2,120,0,5.5,1.0,1.5,2.0,3.5,2.5,3.0
283,120,3.0,3.0,0.0,4.0,16.0,3.0,2.0,1.0,1.0,12.0,13.0,2.0,2.0,3.0,1314,1.0,0.0,1.0,4.0,1314,0,1314,2,0,2,1,2.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,0,5.0,4.0,207500,2,1.0,1,904,1.0,3,234,0,6.0,1.5,1.5,2.0,3.5,2.5,3.0
284,20,3.0,3.0,0.0,4.0,21.0,0.0,2.0,1.0,1.0,12.0,13.0,2.0,2.0,3.0,1468,1.0,0.0,1.0,4.0,1468,0,1468,2,0,3,1,2.0,6.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,0,6.0,5.0,244600,1,1.0,0,0,0.0,2,360,0,6.5,1.5,1.5,1.5,5.0,2.5,3.0
285,120,3.0,3.0,0.0,4.0,20.0,4.0,2.0,1.0,1.0,9.0,7.0,3.0,2.0,3.0,1575,1.0,2.0,1.0,4.0,1575,0,1575,2,0,2,1,2.0,6.0,5.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,179200,15,15.0,15,430,1.0,2,0,52,5.5,1.5,1.5,2.0,3.5,2.5,3.0
286,160,1.0,0.0,0.0,4.0,21.0,4.0,5.0,1.0,1.0,8.0,8.0,3.0,2.0,3.0,625,1.0,0.0,1.0,4.0,625,0,1250,2,1,2,1,2.0,6.0,5.0,5.0,1.0,4.0,4.0,2.0,4.0,0,6.0,5.0,164700,1,1.0,0,0,0.0,2,54,0,6.0,1.0,1.5,2.0,5.0,2.5,3.0
287,50,3.0,0.0,0.0,4.0,12.0,0.0,0.0,1.0,1.0,13.0,14.0,3.0,1.0,3.0,912,1.0,4.0,1.0,4.0,1085,0,1734,1,1,3,1,2.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,0.0,0,8.0,4.0,159000,44,44.0,25,600,0.0,3,0,128,6.5,1.5,0.0,2.0,4.5,3.0,3.5
288,20,3.0,0.0,0.0,0.0,12.0,0.0,2.0,1.0,1.0,6.0,6.0,3.0,1.0,3.0,858,1.0,4.0,1.0,4.0,858,0,858,1,0,3,1,3.0,6.0,5.0,6.0,3.0,5.0,5.0,2.0,4.0,0,8.0,4.0,88000,35,26.0,35,614,0.0,1,0,0,4.0,1.5,1.5,2.0,3.0,3.0,3.5
289,20,3.0,0.0,0.0,4.0,19.0,0.0,2.0,1.0,1.0,8.0,8.0,1.0,1.0,3.0,882,1.0,4.0,1.0,4.0,900,0,900,1,0,3,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,2.0,0,8.0,4.0,122000,43,40.0,43,450,0.0,1,0,0,5.0,1.5,1.5,2.0,3.0,3.0,2.5
290,70,3.0,3.0,0.0,4.0,3.0,0.0,5.0,1.0,1.0,13.0,14.0,3.0,0.0,3.0,698,1.0,0.0,1.0,0.0,698,0,1396,1,0,3,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,153575,92,4.0,4,0,0.0,3,0,259,6.5,1.5,1.5,4.0,5.0,3.0,3.5
291,60,3.0,3.0,0.0,4.0,5.0,0.0,5.0,1.0,1.0,12.0,13.0,3.0,2.0,0.0,1079,1.0,0.0,1.0,4.0,1079,0,1919,2,1,3,1,2.0,6.0,2.0,1.0,1.0,2.0,4.0,2.0,4.0,0,6.0,5.0,233230,0,0.0,0,0,0.0,4,51,0,6.5,1.5,1.5,2.0,5.0,2.5,3.0
292,190,3.0,3.0,0.0,4.0,18.0,1.0,5.0,1.0,1.0,12.0,13.0,3.0,2.0,3.0,780,1.0,0.0,0.0,4.0,936,0,1716,2,0,6,1,1.0,6.0,5.0,6.0,3.0,5.0,5.0,0.0,4.0,0,8.0,4.0,135900,96,28.0,8,210,1.0,2,184,0,5.5,0.5,0.0,2.0,4.5,1.5,2.0
293,50,3.0,3.0,0.0,4.0,7.0,0.0,0.0,1.0,1.0,13.0,14.0,3.0,1.0,3.0,768,1.0,2.0,1.0,4.0,1148,0,1716,1,1,3,1,3.0,3.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,131000,60,60.0,1,292,0.0,4,0,160,4.5,1.5,1.5,2.0,4.0,3.0,3.5
294,60,3.0,0.0,0.0,0.0,14.0,0.0,5.0,1.0,1.0,9.0,10.0,1.0,1.0,3.0,795,1.0,1.0,1.0,4.0,1468,0,2263,2,1,3,1,2.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,235000,29,29.0,12,795,1.0,5,250,0,7.0,1.5,1.5,2.5,2.5,3.0,3.5
295,20,3.0,3.0,0.0,4.0,12.0,0.0,2.0,3.0,1.0,6.0,6.0,2.0,1.0,3.0,1416,1.0,4.0,1.0,4.0,1644,0,1644,1,0,3,1,3.0,6.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,167000,56,56.0,56,1285,1.0,3,110,0,5.5,1.5,1.5,2.0,3.5,3.0,3.5
296,80,3.0,0.0,0.0,1.0,11.0,0.0,7.0,1.0,1.0,6.0,6.0,3.0,1.0,0.0,1003,1.0,4.0,1.0,4.0,1003,0,1003,1,0,3,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,0.0,0,8.0,4.0,142500,22,22.0,22,819,1.0,2,120,0,6.0,1.5,1.5,2.0,3.5,3.0,3.5
297,50,4.0,3.0,0.0,4.0,9.0,0.0,0.0,1.0,1.0,13.0,14.0,3.0,1.0,3.0,910,1.0,4.0,1.0,0.0,910,0,1558,1,1,4,1,3.0,6.0,5.0,1.0,2.0,4.0,4.0,2.0,2.0,0,8.0,4.0,152000,57,57.0,57,420,0.0,1,289,0,5.0,1.5,1.5,2.0,3.0,3.0,3.5
298,60,1.0,0.0,0.0,4.0,21.0,0.0,5.0,3.0,1.0,12.0,13.0,1.0,2.0,3.0,975,1.0,0.0,1.0,4.0,975,0,1950,2,1,3,1,2.0,6.0,4.0,5.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,239000,10,10.0,9,649,0.0,3,10,198,6.0,1.0,1.5,2.0,3.0,2.5,3.0
299,60,3.0,3.0,0.0,4.0,14.0,0.0,5.0,4.0,1.0,6.0,1.0,1.0,1.0,3.0,702,1.0,2.0,1.0,4.0,1041,0,1743,1,2,3,1,3.0,6.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,175000,39,39.0,39,559,0.5,3,224,0,6.0,1.5,1.5,2.0,2.0,3.0,3.0
300,20,3.0,3.0,0.0,4.0,6.0,0.0,2.0,1.0,1.0,6.0,6.0,3.0,1.0,3.0,1092,1.0,0.0,1.0,4.0,1152,0,1152,1,0,3,1,2.0,6.0,2.0,1.0,2.0,4.0,4.0,2.0,0.0,0,8.0,3.0,158500,59,59.0,5,0,0.5,2,36,0,7.0,1.5,1.5,2.0,5.0,3.0,2.5
301,190,3.0,3.0,0.0,0.0,6.0,1.0,2.0,3.0,1.0,8.0,8.0,1.0,1.0,2.0,1165,1.0,4.0,1.0,4.0,1336,0,1336,1,0,2,1,3.0,6.0,2.0,1.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,157000,53,53.0,53,841,1.0,2,0,0,5.0,1.5,1.5,2.0,3.0,3.0,3.5
302,60,3.0,2.0,0.0,4.0,5.0,0.0,5.0,1.0,1.0,12.0,13.0,3.0,2.0,3.0,1028,1.0,0.0,1.0,4.0,1210,0,2452,2,1,4,1,2.0,6.0,4.0,3.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,267000,9,9.0,8,281,0.0,4,258,0,6.5,1.5,1.5,2.0,3.5,2.5,3.0
303,20,3.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,1.0,12.0,13.0,1.0,2.0,3.0,1541,1.0,0.0,1.0,4.0,1541,0,1541,2,0,3,1,2.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,205000,5,5.0,4,0,0.0,2,549,0,6.0,1.5,1.5,2.0,5.0,2.5,3.0
304,20,3.0,3.0,0.0,0.0,5.0,0.0,2.0,1.0,1.0,12.0,13.0,3.0,2.0,3.0,894,1.0,4.0,1.0,4.0,894,0,894,1,0,3,1,3.0,6.0,5.0,1.0,2.0,4.0,4.0,2.0,1.0,0,8.0,0.0,149900,34,31.0,34,894,1.0,1,256,0,6.0,1.5,1.5,2.0,2.5,3.0,3.5
305,75,4.0,3.0,0.0,4.0,17.0,0.0,3.0,1.0,1.0,5.0,5.0,3.0,0.0,3.0,1470,1.0,0.0,1.0,4.0,1675,0,3493,3,0,3,1,2.0,6.0,0.0,1.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,295000,128,5.0,6,0,0.0,6,302,0,8.0,1.5,1.5,2.0,5.0,3.0,3.5
306,20,3.0,3.0,0.0,4.0,5.0,0.0,2.0,1.0,1.0,5.0,5.0,2.0,2.0,3.0,2000,1.0,0.0,1.0,4.0,2000,0,2000,2,0,3,1,2.0,6.0,5.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,305900,3,3.0,2,1464,1.0,4,168,0,6.5,1.5,1.5,2.0,3.5,2.5,3.0
307,60,3.0,3.0,0.0,4.0,20.0,0.0,5.0,1.0,1.0,6.0,10.0,1.0,1.0,3.0,700,1.0,2.0,1.0,4.0,1122,0,2243,2,1,4,1,2.0,6.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,225000,17,17.0,16,700,1.0,3,171,224,6.0,1.5,1.5,1.5,2.5,2.5,3.0
308,50,4.0,0.0,0.0,4.0,9.0,0.0,0.0,1.0,1.0,8.0,8.0,3.0,1.0,3.0,319,1.0,4.0,1.0,0.0,1035,0,1406,1,0,3,1,1.0,6.0,5.0,6.0,3.0,5.0,5.0,0.0,2.0,0,8.0,4.0,89500,88,28.0,58,0,0.0,2,144,0,6.5,0.5,1.5,1.0,5.0,3.0,2.0
309,30,3.0,0.0,0.0,4.0,7.0,0.0,2.0,1.0,1.0,12.0,13.0,3.0,1.0,3.0,861,1.0,0.0,1.0,4.0,861,0,861,1,0,1,1,3.0,6.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,82500,69,48.0,59,262,0.0,2,158,0,4.5,1.5,1.5,2.0,3.0,3.0,3.5
310,20,3.0,0.0,0.0,4.0,16.0,0.0,2.0,1.0,1.0,12.0,13.0,3.0,2.0,1.0,1896,1.0,0.0,1.0,4.0,1944,0,1944,2,0,3,1,0.0,6.0,0.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,360000,3,3.0,2,1274,1.0,4,383,0,7.0,1.5,1.5,2.0,3.5,1.5,3.0
311,60,3.0,0.0,0.0,4.0,8.0,0.0,5.0,1.0,1.0,6.0,6.0,1.0,2.0,3.0,697,1.0,2.0,1.0,4.0,697,0,1501,2,1,3,1,2.0,6.0,4.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,165600,13,13.0,12,518,0.0,2,253,0,5.5,1.5,1.5,2.0,2.5,2.5,3.5
312,20,3.0,3.0,0.0,4.0,12.0,0.0,2.0,1.0,1.0,12.0,13.0,3.0,1.0,3.0,972,1.0,0.0,1.0,4.0,972,0,972,1,0,2,1,3.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,4.0,0,8.0,4.0,132000,61,61.0,7,680,1.0,2,0,0,6.0,1.5,1.5,2.0,2.5,3.0,2.5
313,190,4.0,3.0,0.0,4.0,17.0,1.0,0.0,1.0,1.0,8.0,8.0,3.0,1.0,2.0,793,1.0,4.0,1.0,4.0,793,0,1118,1,0,3,1,3.0,6.0,2.0,5.0,2.0,4.0,4.0,2.0,2.0,0,8.0,4.0,119900,67,67.0,56,507,1.0,1,0,271,6.0,1.5,1.5,1.0,4.5,2.5,3.5
314,20,3.0,2.0,0.0,4.0,23.0,0.0,2.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,2136,2.0,4.0,1.0,4.0,2036,0,2036,2,0,3,1,3.0,6.0,2.0,1.0,1.0,4.0,4.0,2.0,4.0,0,8.0,4.0,375000,44,44.0,44,2056,2.0,4,0,0,6.0,1.5,2.0,2.0,2.0,2.5,3.5
315,70,4.0,3.0,0.0,4.0,17.0,0.0,5.0,1.0,1.0,13.0,14.0,3.0,0.0,3.0,728,1.0,0.0,1.0,4.0,832,0,1641,1,1,3,1,0.0,6.0,2.0,5.0,2.0,1.0,4.0,2.0,4.0,0,8.0,4.0,178000,81,81.0,16,16,0.5,2,0,234,7.0,0.5,1.5,2.0,4.0,2.0,3.5
316,60,3.0,0.0,0.0,4.0,8.0,0.0,5.0,1.0,1.0,12.0,13.0,3.0,2.0,3.0,716,1.0,0.0,1.0,4.0,716,0,1432,2,1,3,1,2.0,6.0,2.0,1.0,0.0,4.0,4.0,2.0,4.0,0,8.0,4.0,188500,5,5.0,4,425,1.0,2,151,0,6.0,1.5,1.5,2.0,3.5,2.5,3.0
